Số tiền
3935000
3867000
3848000
3816000
3765000
3765000
3741000
3622000
3593000
3543000
3522000
3520000
3481000
3473000
3453000
3433000
3404000
3397000
3387000
3383000
3381000
3368000
3368000
3367000
3334000
3320000
3306000
3300000
3295000
3294000
3283000
3281000
3257000
3250000
3243000
3238000
3223000
3206000
3196000
3192000
3186000
3184000
3180000
3180000
3170000
3167000
3135000
3135000
3119000
3114000
3114000
3112000
3111000
3087000
3073000
3035000
3025000
3024000
3020000
3000000
2993000
2993000
2991000
2990000
2987000
2982000
2969000
2961000
2956000
2952000
2949000
2941000
2929000
2924000
2917000
2916000
2910000
2901000
2901000
2899000
2875000
2871000
2851000
2840000
2833000
2832000
2820000
2811000
2809000
2805000
2796000
2778000
2777000
2777000
2774000
2768000
2767000
2762000
2755000
2752000
2752000
2750000
2743000
2742000
2741000
2736000
2736000
2718000
2711000
2709000
2699000
2698000
2693000
2691000
2690000
2676000
2673000
2669000
2666000
2664000
2656000
2654000
2654000
2647000
2647000
2643000
2640000
2629000
2627000
2622000
2616000
2611000
2606000
2596000
2585000
2584000
2584000
2582000
2579000
2577000
2569000
2569000
2568000
2564000
2561000
2560000
2559000
2551000
2546000
2540000
2540000
2539000
2537000
2535000
2527000
2526000
2522000
2520000
2518000
2516000
2515000
2509000
2507000
2507000
2506000
2505000
2505000
2502000
2501000
2501000
2500000
2500000
2499000
2498000
2491000
2490000
2490000
2490000
2487000
2486000
2483000
2478000
2476000
2474000
2474000
2473000
2471000
2458000
2455000
2452000
2451000
2450000
2448000
2444000
2442000
2442000
2440000
2438000
2436000
2434000
2425000
2425000
2420000
2416000
2414000
2413000
2412000
2410000
2405000
2404000
2401000
2400000
2393000
2388000
2383000
2382000
2381000
2381000
2377000
2363000
2361000
2356000
2355000
2355000
2355000
2354000
2352000
2349000
2347000
2342000
2341000
2340000
2339000
2339000
2339000
2335000
2331000
2323000
2321000
2321000
2320000
2319000
2318000
2318000
2317000
2314000
2313000
2312000
2312000
2298000
2297000
2296000
2293000
2288000
2285000
2285000
2284000
2283000
2282000
2277000
2276000
2275000
2272000
2267000
2266000
2260000
2259000
2253000
2252000
2251000
2250000
2248000
2241000
2239000
2237000
2231000
2230000
2229000
2223000
2223000
2222000
2222000
2220000
2214000
2213000
2209000
2202000
2199000
2199000
2193000
2192000
2190000
2187000
2187000
2185000
2182000
2181000
2177000
2175000
2174000
2171000
2170000
2162000
2162000
2161000
2160000
2157000
2155000
2155000
2153000
2153000
2152000
2150000
2148000
2148000
2147000
2141000
2137000
2137000
2131000
2130000
2128000
2125000
2124000
2118000
2111000
2110000
2109000
2106000
2102000
2099000
2098000
2093000
2091000
2090000
2090000
2087000
2086000
2085000
2075000
2075000
2072000
2070000
2068000
2064000
2063000
2061000
2059000
2057000
2056000
2055000
2052000
2051000
2048000
2047000
2047000
2045000
2044000
2040000
2040000
2039000
2038000
2036000
2034000
2033000
2030000
2029000
2028000
2027000
2027000
2025000
2018000
2018000
2018000
2017000
2016000
2014000
2012000
2009000
2007000
2003000
2003000
2001000
1995000
1994000
1993000
1991000
1990000
1990000
1989000
1987000
1986000
1983000
1983000
1983000
1982000
1980000
1976000
1975000
1968000
1968000
1968000
1968000
1967000
1966000
1966000
1962000
1960000
1958000
1957000
1956000
1955000
1952000
1951000
1950000
1948000
1944000
1940000
1940000
1937000
1931000
1931000
1930000
1930000
1930000
1929000
1928000
1926000
1924000
1921000
1920000
1916000
1913000
1910000
1907000
1907000
1902000
1901000
1899000
1896000
1896000
1894000
1893000
1893000
1889000
1888000
1888000
1885000
1884000
1884000
1884000
1883000
1877000
1877000
1875000
1875000
1874000
1871000
1871000
1868000
1868000
1868000
1867000
1856000
1855000
1855000
1848000
1847000
1846000
1844000
1841000
1830000
1829000
1828000
1827000
1827000
1825000
1824000
1822000
1822000
1821000
1820000
1819000
1819000
1816000
1815000
1814000
1811000
1810000
1808000
1807000
1806000
1805000
1804000
1804000
1804000
1803000
1801000
1800000
1799000
1798000
1796000
1796000
1793000
1793000
1789000
1785000
1779000
1779000
1778000
1774000
1774000
1773000
1773000
1772000
1772000
1772000
1772000
1771000
1771000
1770000
1766000
1765000
1764000
1764000
1762000
1761000
1761000
1759000
1755000
1755000
1751000
1751000
1750000
1750000
1749000
1747000
1747000
1740000
1736000
1732000
1731000
1731000
1730000
1729000
1729000
1728000
1727000
1726000
1726000
1726000
1725000
1723000
1722000
1722000
1722000
1720000
1719000
1717000
1714000
1714000
1712000
1706000
1705000
1705000
1704000
1702000
1700000
1699000
1699000
1698000
1695000
1693000
1693000
1692000
1691000
1691000
1690000
1687000
1686000
1686000
1685000
1685000
1684000
1684000
1683000
1683000
1682000
1680000
1680000
1678000
1675000
1674000
1673000
1672000
1671000
1669000
1668000
1667000
1666000
1664000
1664000
1663000
1662000
1662000
1661000
1656000
1654000
1652000
1650000
1650000
1648000
1643000
1642000
1641000
1635000
1633000
1632000
1632000
1630000
1629000
1628000
1628000
1628000
1627000
1622000
1620000
1619000
1618000
1617000
1613000
1610000
1610000
1609000
1608000
1607000
1605000
1604000
1604000
1600000
1600000
1598000
1598000
1597000
1596000
1593000
1590000
1590000
1589000
1589000
1589000
1587000
1587000
1585000
1584000
1583000
1582000
1580000
1580000
1579000
1577000
1575000
1575000
1574000
1574000
1574000
1572000
1571000
1567000
1567000
1566000
1565000
1565000
1564000
1564000
1563000
1561000
1558000
1555000
1554000
1554000
1554000
1554000
1551000
1550000
1550000
1549000
1548000
1547000
1545000
1545000
1543000
1542000
1542000
1540000
1539000
1538000
1536000
1536000
1533000
1532000
1531000
1531000
1530000
1528000
1527000
1525000
1523000
1522000
1522000
1521000
1521000
1520000
1519000
1511000
1511000
1510000
1510000
1508000
1504000
1503000
1503000
1503000
1502000
1502000
1502000
1500000
1499000
1496000
1496000
1496000
1496000
1495000
1495000
1494000
1494000
1494000
1493000
1492000
1491000
1491000
1490000
1488000
1488000
1488000
1488000
1488000
1482000
1482000
1482000
1480000
1480000
1478000
1477000
1474000
1474000
1472000
1471000
1470000
1468000
1467000
1467000
1467000
1463000
1462000
1460000
1458000
1456000
1455000
1454000
1453000
1453000
1452000
1451000
1451000
1450000
1450000
1449000
1448000
1447000
1447000
1447000
1445000
1445000
1444000
1444000
1442000
1441000
1441000
1439000
1439000
1439000
1438000
1436000
1436000
1436000
1435000
1435000
1435000
1435000
1434000
1434000
1433000
1432000
1432000
1431000
1431000
1429000
1428000
1427000
1425000
1424000
1424000
1423000
1423000
1421000
1418000
1417000
1417000
1417000
1417000
1416000
1413000
1413000
1412000
1408000
1407000
1406000
1406000
1404000
1404000
1403000
1400000
1400000
1400000
1400000
1399000
1399000
1399000
1397000
1397000
1396000
1396000
1395000
1395000
1393000
1391000
1390000
1390000
1390000
1390000
1389000
1389000
1389000
1388000
1388000
1386000
1385000
1384000
1384000
1384000
1383000
1382000
1381000
1380000
1379000
1379000
1377000
1377000
1377000
1377000
1376000
1375000
1375000
1375000
1374000
1374000
1373000
1370000
1369000
1369000
1368000
1368000
1367000
1366000
1366000
1365000
1363000
1362000
1362000
1361000
1361000
1361000
1358000
1358000
1357000
1356000
1355000
1355000
1354000
1354000
1353000
1352000
1351000
1351000
1349000
1347000
1346000
1345000
1342000
1341000
1341000
1340000
1340000
1340000
1339000
1339000
1339000
1338000
1337000
1336000
1335000
1334000
1332000
1332000
1331000
1331000
1330000
1330000
1330000
1329000
1328000
1327000
1327000
1326000
1325000
1324000
1322000
1322000
1320000
1320000
1320000
1319000
1318000
1317000
1317000
1316000
1316000
1315000
1313000
1311000
1311000
1311000
1310000
1310000
1309000
1309000
1308000
1307000
1307000
1307000
1307000
1306000
1306000
1305000
1302000
1302000
1302000
1300000
1300000
1299000
1298000
1297000
1296000
1296000
1295000
1294000
1294000
1293000
1293000
1292000
1291000
1291000
1290000
1290000
1287000
1286000
1285000
1285000
1284000
1282000
1281000
1281000
1280000
1279000
1279000
1278000
1278000
1277000
1277000
1276000
1275000
1274000
1271000
1271000
1270000
1268000
1264000
1263000
1262000
1260000
1260000
1258000
1257000
1257000
1254000
1253000
1251000
1251000
1251000
1249000
1248000
1247000
1246000
1246000
1244000
1243000
1242000
1240000
1240000
1240000
1239000
1237000
1236000
1235000
1234000
1234000
1234000
1234000
1232000
1232000
1231000
1230000
1229000
1229000
1228000
1226000
1224000
1223000
1223000
1223000
1221000
1220000
1220000
1218000
1217000
1214000
1212000
1211000
1210000
1209000
1208000
1207000
1207000
1205000
1204000
1204000
1204000
1203000
1203000
1202000
1202000
1202000
1202000
1202000
1202000
1200000
1200000
1199000
1199000
1198000
1196000
1194000
1194000
1194000
1193000
1193000
1193000
1192000
1191000
1190000
1187000
1187000
1187000
1186000
1185000
1184000
1184000
1184000
1183000
1183000
1181000
1180000
1180000
1180000
1177000
1176000
1176000
1173000
1173000
1173000
1171000
1171000
1168000
1168000
1168000
1168000
1167000
1166000
1165000
1164000
1163000
1162000
1162000
1162000
1161000
1161000
1160000
1160000
1159000
1159000
1157000
1157000
1157000
1156000
1156000
1155000
1155000
1154000
1154000
1154000
1154000
1153000
1153000
1153000
1153000
1153000
1152000
1152000
1152000
1150000
1150000
1150000
1149000
1148000
1147000
1146000
1145000
1144000
1143000
1142000
1142000
1142000
1141000
1141000
1140000
1139000
1139000
1139000
1139000
1138000
1138000
1137000
1135000
1135000
1135000
1134000
1134000
1132000
1131000
1129000
1129000
1129000
1128000
1128000
1127000
1127000
1127000
1126000
1126000
1126000
1125000
1124000
1124000
1124000
1123000
1123000
1122000
1121000
1120000
1118000
1118000
1117000
1117000
1115000
1115000
1113000
1112000
1111000
1111000
1110000
1110000
1109000
1108000
1107000
1107000
1107000
1106000
1105000
1104000
1104000
1104000
1103000
1103000
1101000
1101000
1100000
1100000
1100000
1099000
1098000
1098000
1097000
1097000
1093000
1093000
1092000
1092000
1091000
1090000
1090000
1089000
1088000
1087000
1087000
1086000
1086000
1085000
1084000
1084000
1082000
1081000
1080000
1080000
1079000
1078000
1078000
1078000
1078000
1077000
1077000
1076000
1076000
1075000
1073000
1073000
1071000
1070000
1070000
1068000
1068000
1067000
1067000
1065000
1065000
1065000
1065000
1064000
1064000
1063000
1063000
1062000
1061000
1061000
1060000
1060000
1060000
1058000
1058000
1058000
1058000
1056000
1056000
1056000
1056000
1056000
1056000
1055000
1055000
1054000
1054000
1053000
1053000
1052000
1052000
1052000
1051000
1051000
1050000
1049000
1049000
1048000
1048000
1047000
1047000
1047000
1047000
1047000
1047000
1046000
1045000
1045000
1044000
1044000
1044000
1044000
1041000
1038000
1038000
1037000
1037000
1036000
1035000
1034000
1034000
1032000
1032000
1031000
1031000
1030000
1029000
1029000
1029000
1028000
1027000
1026000
1025000
1024000
1023000
1022000
1022000
1020000
1020000
1020000
1019000
1019000
1017000
1016000
1016000
1016000
1016000
1015000
1014000
1014000
1013000
1013000
1011000
1011000
1011000
1010000
1009000
1007000
1007000
1007000
1005000
1005000
1005000
1004000
1004000
1004000
1003000
1001000
1000000
1000000
999000
998000
997000
997000
997000
996000
996000
995000
995000
994000
994000
994000
993000
993000
992000
992000
992000
991000
990000
990000
989000
989000
989000
988000
988000
988000
987000
987000
987000
985000
985000
985000
984000
984000
984000
984000
983000
983000
983000
981000
981000
980000
980000
980000
978000
978000
977000
977000
975000
974000
974000
973000
973000
972000
972000
972000
971000
971000
969000
968000
968000
967000
967000
967000
966000
966000
964000
963000
963000
963000
963000
961000
960000
959000
959000
958000
958000
957000
956000
956000
956000
955000
955000
954000
954000
953000
953000
951000
951000
950000
950000
949000
948000
947000
946000
945000
943000
943000
943000
942000
941000
940000
940000
939000
939000
939000
939000
939000
938000
938000
937000
937000
937000
937000
936000
935000
934000
934000
934000
933000
932000
931000
930000
930000
930000
930000
930000
928000
927000
926000
926000
925000
925000
924000
923000
923000
923000
923000
921000
921000
920000
920000
920000
920000
919000
919000
918000
918000
917000
916000
915000
915000
914000
913000
912000
912000
912000
910000
910000
909000
909000
908000
908000
907000
907000
907000
905000
904000
904000
902000
902000
901000
901000
901000
901000
901000
901000
901000
901000
901000
901000
901000
900000
900000
900000
900000
900000
899000
899000
899000
898000
898000
898000
897000
896000
896000
896000
894000
894000
893000
892000
892000
891000
891000
891000
891000
891000
890000
890000
889000
887000
887000
886000
886000
886000
886000
885000
885000
885000
885000
885000
885000
884000
884000
884000
883000
883000
883000
883000
882000
881000
881000
881000
881000
881000
879000
879000
879000
879000
878000
878000
878000
877000
877000
876000
876000
876000
875000
874000
874000
874000
873000
873000
871000
870000
870000
870000
870000
869000
869000
868000
868000
868000
867000
867000
866000
865000
865000
865000
864000
863000
862000
862000
862000
861000
861000
861000
860000
860000
860000
859000
859000
858000
858000
858000
857000
857000
857000
856000
856000
855000
854000
854000
854000
853000
852000
852000
852000
851000
851000
851000
850000
850000
850000
850000
849000
849000
849000
849000
849000
849000
849000
848000
847000
847000
847000
847000
846000
845000
845000
845000
845000
844000
842000
841000
841000
841000
840000
840000
840000
839000
839000
839000
839000
838000
838000
838000
838000
837000
837000
836000
836000
836000
836000
835000
835000
835000
835000
834000
833000
832000
832000
832000
831000
831000
831000
831000
830000
830000
830000
830000
830000
829000
828000
827000
827000
826000
826000
824000
824000
824000
823000
823000
823000
822000
822000
822000
821000
821000
821000
820000
820000
819000
819000
818000
818000
818000
817000
817000
816000
816000
816000
816000
816000
816000
816000
815000
815000
815000
815000
814000
813000
813000
813000
813000
813000
812000
811000
811000
811000
810000
809000
809000
809000
809000
809000
807000
807000
807000
807000
806000
806000
806000
805000
805000
804000
804000
804000
803000
803000
802000
802000
802000
802000
801000
800000
799000
799000
799000
799000
798000
798000
797000
797000
797000
796000
796000
796000
796000
796000
795000
795000
795000
794000
794000
793000
793000
793000
793000
793000
792000
792000
792000
792000
792000
791000
791000
791000
790000
790000
790000
790000
790000
790000
789000
789000
789000
789000
789000
788000
788000
787000
786000
786000
786000
784000
784000
784000
784000
783000
783000
783000
781000
781000
781000
781000
781000
780000
780000
779000
779000
779000
779000
778000
778000
778000
778000
777000
777000
777000
776000
776000
775000
775000
775000
774000
773000
773000
773000
773000
772000
771000
770000
770000
770000
770000
770000
769000
769000
769000
769000
768000
768000
768000
768000
767000
767000
766000
764000
763000
763000
763000
763000
763000
762000
762000
761000
761000
761000
761000
760000
759000
759000
759000
759000
759000
758000
758000
758000
757000
756000
756000
756000
756000
755000
755000
755000
754000
754000
754000
754000
754000
753000
753000
753000
752000
751000
751000
751000
749000
749000
749000
749000
749000
749000
748000
748000
747000
747000
747000
746000
746000
746000
746000
745000
744000
744000
744000
744000
743000
743000
742000
742000
742000
740000
740000
740000
740000
740000
740000
740000
739000
739000
739000
739000
739000
739000
739000
739000
739000
737000
737000
737000
737000
736000
735000
735000
735000
734000
734000
734000
734000
733000
733000
733000
733000
733000
733000
732000
732000
731000
731000
731000
731000
730000
729000
729000
729000
728000
727000
727000
726000
726000
726000
726000
725000
725000
724000
724000
724000
724000
724000
723000
722000
722000
722000
722000
722000
721000
721000
721000
721000
720000
720000
720000
719000
719000
719000
718000
718000
718000
718000
717000
717000
717000
717000
717000
717000
717000
716000
716000
716000
716000
714000
714000
714000
713000
713000
713000
713000
712000
711000
710000
710000
710000
710000
709000
709000
709000
709000
708000
707000
706000
706000
705000
705000
705000
705000
705000
704000
703000
703000
702000
701000
701000
700000
700000
700000
700000
699000
699000
699000
698000
698000
698000
698000
697000
697000
696000
694000
694000
694000
694000
694000
693000
692000
692000
692000
691000
691000
690000
690000
690000
690000
690000
690000
689000
689000
689000
688000
687000
687000
686000
686000
686000
686000
685000
685000
685000
684000
684000
684000
684000
683000
683000
683000
683000
682000
682000
682000
682000
681000
681000
681000
681000
681000
680000
680000
679000
679000
679000
679000
678000
678000
678000
677000
677000
677000
677000
677000
677000
676000
676000
676000
676000
676000
676000
676000
676000
676000
675000
675000
675000
675000
674000
674000
674000
673000
673000
673000
673000
673000
673000
672000
672000
672000
672000
672000
671000
671000
671000
671000
671000
671000
671000
671000
670000
670000
670000
670000
669000
669000
669000
669000
668000
668000
668000
668000
667000
667000
667000
666000
666000
665000
665000
665000
664000
664000
664000
664000
663000
663000
663000
662000
661000
661000
660000
659000
659000
659000
658000
658000
658000
658000
658000
658000
658000
657000
656000
656000
656000
656000
656000
656000
656000
656000
656000
655000
655000
655000
655000
655000
655000
654000
654000
654000
652000
652000
652000
652000
651000
651000
651000
651000
650000
650000
650000
649000
649000
649000
649000
649000
649000
648000
648000
647000
647000
647000
646000
646000
646000
646000
645000
645000
644000
642000
642000
642000
642000
641000
641000
641000
640000
640000
640000
640000
638000
638000
638000
638000
638000
638000
636000
636000
636000
636000
636000
635000
635000
634000
634000
634000
634000
634000
633000
633000
633000
633000
632000
631000
630000
630000
629000
629000
629000
628000
628000
628000
627000
627000
627000
627000
627000
626000
626000
626000
626000
625000
625000
625000
625000
624000
624000
624000
624000
624000
623000
623000
623000
622000
622000
622000
621000
621000
621000
621000
620000
620000
620000
619000
619000
619000
619000
619000
618000
618000
618000
618000
618000
617000
617000
617000
617000
616000
616000
616000
616000
615000
615000
615000
615000
615000
615000
614000
614000
614000
614000
614000
614000
614000
614000
614000
614000
614000
614000
613000
613000
613000
613000
612000
612000
612000
611000
611000
611000
611000
610000
610000
610000
610000
610000
609000
608000
608000
608000
608000
606000
606000
606000
605000
605000
605000
605000
604000
604000
604000
603000
603000
603000
603000
603000
602000
602000
602000
602000
602000
602000
602000
601000
601000
601000
601000
601000
600000
600000
600000
600000
600000
599000
599000
599000
598000
598000
598000
598000
598000
598000
597000
597000
596000
596000
596000
595000
594000
594000
594000
594000
593000
593000
593000
592000
592000
592000
592000
592000
591000
591000
591000
591000
591000
591000
590000
590000
590000
590000
589000
589000
589000
589000
588000
588000
588000
587000
587000
587000
586000
586000
585000
585000
585000
585000
584000
583000
583000
583000
583000
583000
583000
582000
581000
581000
581000
581000
580000
580000
580000
580000
579000
579000
579000
578000
578000
578000
578000
578000
578000
578000
577000
577000
576000
576000
576000
576000
576000
575000
575000
574000
574000
574000
574000
573000
573000
573000
573000
573000
573000
573000
572000
572000
571000
571000
571000
571000
570000
570000
570000
570000
569000
569000
569000
568000
568000
568000
568000
568000
567000
567000
566000
566000
566000
566000
566000
566000
566000
566000
566000
566000
565000
564000
564000
564000
564000
564000
563000
563000
563000
562000
562000
562000
562000
562000
561000
561000
561000
560000
560000
560000
560000
560000
560000
559000
559000
559000
559000
559000
558000
558000
558000
558000
556000
556000
556000
556000
556000
556000
556000
555000
555000
554000
554000
554000
554000
554000
554000
554000
553000
553000
553000
552000
552000
552000
551000
551000
551000
551000
550000
550000
549000
549000
549000
549000
549000
549000
548000
548000
548000
548000
548000
548000
548000
547000
546000
546000
546000
546000
545000
545000
545000
545000
545000
545000
545000
545000
545000
545000
544000
544000
544000
543000
543000
543000
543000
543000
543000
543000
542000
542000
542000
542000
541000
541000
541000
541000
541000
540000
539000
539000
539000
539000
539000
538000
538000
538000
538000
538000
538000
538000
538000
538000
537000
537000
537000
537000
537000
536000
536000
536000
536000
536000
535000
535000
535000
535000
534000
534000
534000
534000
533000
533000
533000
533000
533000
533000
532000
532000
532000
532000
532000
531000
531000
531000
531000
531000
531000
531000
529000
529000
529000
529000
529000
529000
529000
529000
529000
528000
528000
528000
528000
528000
528000
528000
528000
527000
527000
527000
526000
525000
525000
525000
524000
524000
524000
524000
524000
524000
524000
523000
523000
523000
523000
523000
523000
522000
522000
521000
521000
521000
521000
521000
521000
521000
520000
520000
520000
519000
519000
519000
519000
519000
519000
519000
518000
518000
518000
518000
518000
518000
518000
518000
516000
516000
516000
515000
514000
514000
514000
514000
514000
513000
513000
513000
513000
513000
513000
511000
511000
511000
510000
510000
510000
510000
510000
510000
510000
509000
509000
509000
508000
508000
508000
507000
507000
507000
507000
507000
507000
506000
506000
506000
506000
506000
506000
506000
506000
506000
506000
505000
505000
505000
505000
505000
504000
504000
504000
503000
503000
503000
503000
503000
503000
502000
501000
501000
501000
501000
501000
501000
501000
500000
500000
500000
499000
499000
499000
499000
499000
498000
498000
498000
498000
497000
496000
496000
496000
496000
496000
495000
495000
495000
495000
495000
495000
495000
495000
495000
494000
494000
494000
494000
493000
493000
493000
493000
493000
493000
493000
493000
493000
492000
491000
491000
491000
491000
491000
490000
490000
490000
490000
489000
489000
489000
489000
489000
489000
489000
488000
488000
488000
488000
488000
488000
488000
488000
488000
488000
487000
487000
487000
487000
487000
486000
486000
486000
486000
486000
486000
486000
485000
485000
485000
485000
484000
484000
484000
484000
484000
483000
483000
483000
483000
483000
483000
483000
482000
482000
482000
481000
481000
481000
481000
480000
480000
480000
480000
480000
480000
480000
478000
478000
478000
478000
478000
477000
477000
477000
476000
476000
476000
476000
476000
475000
475000
475000
475000
474000
474000
474000
474000
